State,Year,value,indicator,unit,higher_is_better,part_of_sti
Selangor,2022,3.119016,Visitors per Resident,ratio,,False
Selangor,2023,2.24,Avg Length of Stay (nights),nights,True,True
Selangor,2023,83.333333,Coastal Good+Excellent (%),%,True,True
Selangor,2023,76.7,Labour Force Participation Rate (%),%,True,True
Selangor,2023,40.117208,Non-Domestic Water Share (%),%,False,True
Selangor,2023,1540.0086,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2023,2.7,Unemployment Rate (%),%,False,True
Selangor,2023,0.0,Coastal Poor (%),%,,False
Selangor,2023,,Mangrove Area (ha),ha,,False
Selangor,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2023,3.825263,Visitors per Resident,ratio,,False
Selangor,2024,2.24,Avg Length of Stay (nights),nights,True,True
Selangor,2024,66.666667,Coastal Good+Excellent (%),%,True,True
Selangor,2024,77.9,Labour Force Participation Rate (%),%,True,True
Selangor,2024,41.015726,Non-Domestic Water Share (%),%,False,True
Selangor,2024,1932.171622,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2024,2.3,Unemployment Rate (%),%,False,True
Selangor,2024,0.0,Coastal Poor (%),%,,False
Selangor,2024,,Mangrove Area (ha),ha,,False
Selangor,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2024,4.680484,Visitors per Resident,ratio,,False
Selangor,2025,2.31,Avg Length of Stay (nights),nights,True,True
Selangor,2025,,Coastal Good+Excellent (%),%,True,True
Selangor,2025,77.4,Labour Force Participation Rate (%),%,True,True
Selangor,2025,,Non-Domestic Water Share (%),%,False,True
Selangor,2025,2127.498751,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2025,2.2,Unemployment Rate (%),%,False,True
Selangor,2025,,Coastal Poor (%),%,,False
Selangor,2025,,Mangrove Area (ha),ha,,False
Selangor,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2025,4.909903,Visitors per Resident,ratio,,False
Terengganu,2015,,Avg Length of Stay (nights),nights,True,True
Terengganu,2015,0.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2015,59.9,Labour Force Participation Rate (%),%,True,True
Terengganu,2015,42.523364,Non-Domestic Water Share (%),%,False,True
Terengganu,2015,,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2015,4.0,Unemployment Rate (%),%,False,True
Terengganu,2015,0.0,Coastal Poor (%),%,,False
Terengganu,2015,88565.0,Mangrove Area (ha),ha,,False
Terengganu,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2015,9.890612,Visitors per Resident,ratio,,False
Terengganu,2016,,Avg Length of Stay (nights),nights,True,True
Terengganu,2016,0.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2016,60.0,Labour Force Participation Rate (%),%,True,True
Terengganu,2016,40.0,Non-Domestic Water Share (%),%,False,True
Terengganu,2016,,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2016,4.2,Unemployment Rate (%),%,False,True
Terengganu,2016,0.0,Coastal Poor (%),%,,False
Terengganu,2016,72545.0,Mangrove Area (ha),ha,,False
Terengganu,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2016,10.148724,Visitors per Resident,ratio,,False
Terengganu,2017,2.45,Avg Length of Stay (nights),nights,True,True
Terengganu,2017,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2017,60.2,Labour Force Participation Rate (%),%,True,True
Terengganu,2017,40.046838,Non-Domestic Water Share (%),%,False,True
Terengganu,2017,3942.880795,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2017,4.5,Unemployment Rate (%),%,False,True
Terengganu,2017,0.0,Coastal Poor (%),%,,False
Terengganu,2017,71086.0,Mangrove Area (ha),ha,,False
Terengganu,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2017,10.744517,Visitors per Resident,ratio,,False
Terengganu,2018,2.6,Avg Length of Stay (nights),nights,True,True
Terengganu,2018,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2018,60.4,Labour Force Participation Rate (%),%,True,True
Terengganu,2018,39.858491,Non-Domestic Water Share (%),%,False,True
Terengganu,2018,4546.934788,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2018,4.8,Unemployment Rate (%),%,False,True
Terengganu,2018,0.0,Coastal Poor (%),%,,False
Terengganu,2018,72819.0,Mangrove Area (ha),ha,,False
Terengganu,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2018,11.188119,Visitors per Resident,ratio,,False
Terengganu,2019,2.58,Avg Length of Stay (nights),nights,True,True
Terengganu,2019,87.5,Coastal Good+Excellent (%),%,True,True
Terengganu,2019,61.225,Labour Force Participation Rate (%),%,True,True
Terengganu,2019,39.819005,Non-Domestic Water Share (%),%,False,True
Terengganu,2019,4813.177983,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2019,3.5,Unemployment Rate (%),%,False,True
Terengganu,2019,0.0,Coastal Poor (%),%,,False
Terengganu,2019,1037.0,Mangrove Area (ha),ha,,False
Terengganu,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2019,11.376456,Visitors per Resident,ratio,,False
Terengganu,2020,2.06,Avg Length of Stay (nights),nights,True,True
Terengganu,2020,93.75,Coastal Good+Excellent (%),%,True,True
Terengganu,2020,60.2,Labour Force Participation Rate (%),%,True,True
Terengganu,2020,36.585366,Non-Domestic Water Share (%),%,False,True
Terengganu,2020,1961.893162,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2020,4.2,Unemployment Rate (%),%,False,True
Terengganu,2020,0.0,Coastal Poor (%),%,,False
Terengganu,2020,1037.0,Mangrove Area (ha),ha,,False
Terengganu,2020,116.71,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2020,6.455542,Visitors per Resident,ratio,,False
Terengganu,2021,2.2,Avg Length of Stay (nights),nights,True,True
Terengganu,2021,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2021,59.4,Labour Force Participation Rate (%),%,True,True
Terengganu,2021,34.773218,Non-Domestic Water Share (%),%,False,True
Terengganu,2021,840.522764,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2021,4.1,Unemployment Rate (%),%,False,True
Terengganu,2021,0.0,Coastal Poor (%),%,,False
Terengganu,2021,1037.0,Mangrove Area (ha),ha,,False
Terengganu,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2021,3.176776,Visitors per Resident,ratio,,False
Terengganu,2022,2.69,Avg Length of Stay (nights),nights,True,True
Terengganu,2022,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2022,59.8,Labour Force Participation Rate (%),%,True,True
Terengganu,2022,37.690632,Non-Domestic Water Share (%),%,False,True
Terengganu,2022,2834.147986,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2022,3.5,Unemployment Rate (%),%,False,True
Terengganu,2022,0.0,Coastal Poor (%),%,,False
Terengganu,2022,1037.0,Mangrove Area (ha),ha,,False
Terengganu,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2022,8.623799,Visitors per Resident,ratio,,False
Terengganu,2023,2.59,Avg Length of Stay (nights),nights,True,True
Terengganu,2023,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2023,60.225,Labour Force Participation Rate (%),%,True,True
Terengganu,2023,39.285714,Non-Domestic Water Share (%),%,False,True
Terengganu,2023,3464.46281,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2023,3.4,Unemployment Rate (%),%,False,True
Terengganu,2023,0.0,Coastal Poor (%),%,,False
Terengganu,2023,,Mangrove Area (ha),ha,,False
Terengganu,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2023,9.719835,Visitors per Resident,ratio,,False
Terengganu,2024,2.5,Avg Length of Stay (nights),nights,True,True
Terengganu,2024,100.0,Coastal Good+Excellent (%),%,True,True
Terengganu,2024,61.05,Labour Force Participation Rate (%),%,True,True
Terengganu,2024,39.877301,Non-Domestic Water Share (%),%,False,True
Terengganu,2024,4198.132359,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2024,3.1,Unemployment Rate (%),%,False,True
Terengganu,2024,0.0,Coastal Poor (%),%,,False
Terengganu,2024,,Mangrove Area (ha),ha,,False
Terengganu,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2024,11.74259,Visitors per Resident,ratio,,False
Terengganu,2025,2.76,Avg Length of Stay (nights),nights,True,True
Terengganu,2025,,Coastal Good+Excellent (%),%,True,True
Terengganu,2025,61.475,Labour Force Participation Rate (%),%,True,True
Terengganu,2025,,Non-Domestic Water Share (%),%,False,True
Terengganu,2025,4651.629475,Tourism Receipts per Resident (RM),RM,True,True
Terengganu,2025,2.9,Unemployment Rate (%),%,False,True
Terengganu,2025,,Coastal Poor (%),%,,False
Terengganu,2025,,Mangrove Area (ha),ha,,False
Terengganu,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Terengganu,2025,12.411302,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2015,,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2015,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2015,70.5,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2015,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2015,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2015,3.3,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2015,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2015,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2015,8.470007,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2016,,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2016,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2016,68.1,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2016,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2016,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2016,3.3,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2016,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2016,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2016,9.378108,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2017,2.75,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2017,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2017,68.7,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2017,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2017,5239.237118,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2017,3.1,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2017,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2017,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2017,10.623156,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2018,2.57,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2018,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2018,67.475,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2018,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2018,5717.877095,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2018,2.4,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2018,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2018,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2018,10.706982,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2019,2.39,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2019,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2019,70.0,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2019,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2019,6811.220196,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2019,2.625,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2019,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2019,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2019,12.697335,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2020,1.83,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2020,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2020,72.6,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2020,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2020,2660.309772,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2020,4.1,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2020,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2020,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2020,6.273649,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2021,2.18,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2021,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2021,71.5,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2021,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2021,1570.264766,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2021,4.6,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2021,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2021,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2021,2142.9,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2021,4.64155,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2022,3.09,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2022,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2022,72.7,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2022,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2022,3942.994085,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2022,3.8,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2022,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2022,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2022,8.623802,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2023,2.7,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2023,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2023,74.2,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2023,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2023,5481.876652,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2023,3.0,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2023,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2023,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2023,11.084908,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2024,2.23,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2024,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2024,75.225,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2024,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2024,6809.189843,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2024,2.6,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2024,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2024,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2024,2382.8,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2024,13.051028,Visitors per Resident,ratio,,False
W.P. Kuala Lumpur,2025,2.33,Avg Length of Stay (nights),nights,True,True
W.P. Kuala Lumpur,2025,,Coastal Good+Excellent (%),%,True,True
W.P. Kuala Lumpur,2025,75.675,Labour Force Participation Rate (%),%,True,True
W.P. Kuala Lumpur,2025,,Non-Domestic Water Share (%),%,False,True
W.P. Kuala Lumpur,2025,8146.684657,Tourism Receipts per Resident (RM),RM,True,True
W.P. Kuala Lumpur,2025,3.025,Unemployment Rate (%),%,False,True
W.P. Kuala Lumpur,2025,,Coastal Poor (%),%,,False
W.P. Kuala Lumpur,2025,,Mangrove Area (ha),ha,,False
W.P. Kuala Lumpur,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Kuala Lumpur,2025,16.894757,Visitors per Resident,ratio,,False
W.P. Labuan,2015,,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2015,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2015,64.5,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2015,65.306122,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2015,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2015,5.0,Unemployment Rate (%),%,False,True
W.P. Labuan,2015,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2015,,Mangrove Area (ha),ha,,False
W.P. Labuan,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2015,3.259727,Visitors per Resident,ratio,,False
W.P. Labuan,2016,,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2016,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2016,66.5,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2016,66.0,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2016,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2016,7.8,Unemployment Rate (%),%,False,True
W.P. Labuan,2016,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2016,,Mangrove Area (ha),ha,,False
W.P. Labuan,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2016,3.657025,Visitors per Resident,ratio,,False
W.P. Labuan,2017,2.46,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2017,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2017,63.7,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2017,64.583333,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2017,2786.885246,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2017,8.5,Unemployment Rate (%),%,False,True
W.P. Labuan,2017,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2017,,Mangrove Area (ha),ha,,False
W.P. Labuan,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2017,3.903737,Visitors per Resident,ratio,,False
W.P. Labuan,2018,3.28,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2018,100.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2018,65.1,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2018,64.705882,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2018,3949.494949,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2018,7.1,Unemployment Rate (%),%,False,True
W.P. Labuan,2018,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2018,,Mangrove Area (ha),ha,,False
W.P. Labuan,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2018,5.504364,Visitors per Resident,ratio,,False
W.P. Labuan,2019,3.05,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2019,40.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2019,61.925,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2019,66.666667,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2019,3947.633434,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2019,6.9,Unemployment Rate (%),%,False,True
W.P. Labuan,2019,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2019,,Mangrove Area (ha),ha,,False
W.P. Labuan,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2019,5.276939,Visitors per Resident,ratio,,False
W.P. Labuan,2020,1.57,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2020,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2020,64.3,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2020,70.175439,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2020,630.914827,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2020,7.3,Unemployment Rate (%),%,False,True
W.P. Labuan,2020,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2020,,Mangrove Area (ha),ha,,False
W.P. Labuan,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2020,1.125131,Visitors per Resident,ratio,,False
W.P. Labuan,2021,2.52,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2021,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2021,66.3,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2021,61.538462,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2021,302.083333,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2021,7.5,Unemployment Rate (%),%,False,True
W.P. Labuan,2021,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2021,,Mangrove Area (ha),ha,,False
W.P. Labuan,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2021,0.561448,Visitors per Resident,ratio,,False
W.P. Labuan,2022,3.67,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2022,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2022,67.1,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2022,63.461538,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2022,1403.508772,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2022,7.0,Unemployment Rate (%),%,False,True
W.P. Labuan,2022,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2022,,Mangrove Area (ha),ha,,False
W.P. Labuan,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2022,2.51806,Visitors per Resident,ratio,,False
W.P. Labuan,2023,2.89,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2023,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2023,67.9,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2023,62.745098,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2023,1959.59596,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2023,6.9,Unemployment Rate (%),%,False,True
W.P. Labuan,2023,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2023,,Mangrove Area (ha),ha,,False
W.P. Labuan,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2023,3.343434,Visitors per Resident,ratio,,False
W.P. Labuan,2024,2.84,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2024,0.0,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2024,68.1,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2024,62.745098,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2024,2628.968254,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2024,6.475,Unemployment Rate (%),%,False,True
W.P. Labuan,2024,0.0,Coastal Poor (%),%,,False
W.P. Labuan,2024,,Mangrove Area (ha),ha,,False
W.P. Labuan,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2024,4.464286,Visitors per Resident,ratio,,False
W.P. Labuan,2025,2.51,Avg Length of Stay (nights),nights,True,True
W.P. Labuan,2025,,Coastal Good+Excellent (%),%,True,True
W.P. Labuan,2025,66.975,Labour Force Participation Rate (%),%,True,True
W.P. Labuan,2025,,Non-Domestic Water Share (%),%,False,True
W.P. Labuan,2025,3756.194252,Tourism Receipts per Resident (RM),RM,True,True
W.P. Labuan,2025,5.4,Unemployment Rate (%),%,False,True
W.P. Labuan,2025,,Coastal Poor (%),%,,False
W.P. Labuan,2025,,Mangrove Area (ha),ha,,False
W.P. Labuan,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Labuan,2025,5.986125,Visitors per Resident,ratio,,False
W.P. Putrajaya,2015,,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2015,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2015,78.2,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2015,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2015,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2015,1.0,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2015,,Coastal Poor (%),%,,False
W.P. Putrajaya,2015,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2015,14.313253,Visitors per Resident,ratio,,False
W.P. Putrajaya,2016,,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2016,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2016,77.6,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2016,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2016,,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2016,1.7,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2016,,Coastal Poor (%),%,,False
W.P. Putrajaya,2016,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2016,21.516588,Visitors per Resident,ratio,,False
W.P. Putrajaya,2017,2.27,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2017,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2017,76.5,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2017,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2017,8011.428571,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2017,1.5,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2017,,Coastal Poor (%),%,,False
W.P. Putrajaya,2017,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2017,21.392659,Visitors per Resident,ratio,,False
W.P. Putrajaya,2018,2.68,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2018,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2018,76.2,Labour Force Participation Rate (%),%,True,True
