State,Year,value,indicator,unit,higher_is_better,part_of_sti
Melaka,2025,,Coastal Poor (%),%,,False
Melaka,2025,,Mangrove Area (ha),ha,,False
Melaka,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Melaka,2025,19.802281,Visitors per Resident,ratio,,False
Negeri Sembilan,2015,,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2015,83.333333,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2015,64.9,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2015,44.016227,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2015,,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2015,3.1,Unemployment Rate (%),%,False,True
Negeri Sembilan,2015,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2015,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2015,9.169728,Visitors per Resident,ratio,,False
Negeri Sembilan,2016,,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2016,100.0,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2016,64.7,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2016,44.807692,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2016,,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2016,2.7,Unemployment Rate (%),%,False,True
Negeri Sembilan,2016,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2016,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2016,9.214955,Visitors per Resident,ratio,,False
Negeri Sembilan,2017,2.31,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2017,21.428571,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2017,64.8,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2017,44.508671,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2017,3933.572711,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2017,2.8,Unemployment Rate (%),%,False,True
Negeri Sembilan,2017,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2017,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2017,944.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2017,9.71483,Visitors per Resident,ratio,,False
Negeri Sembilan,2018,2.46,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2018,71.428571,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2018,65.925,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2018,44.821092,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2018,4301.362543,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2018,3.0,Unemployment Rate (%),%,False,True
Negeri Sembilan,2018,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2018,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2018,887.67,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2018,11.400943,Visitors per Resident,ratio,,False
Negeri Sembilan,2019,2.46,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2019,57.142857,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2019,64.7,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2019,45.35316,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2019,4502.752619,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2019,3.1,Unemployment Rate (%),%,False,True
Negeri Sembilan,2019,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2019,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2019,893.51,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2019,11.812289,Visitors per Resident,ratio,,False
Negeri Sembilan,2020,1.9,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2020,85.714286,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2020,65.0,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2020,41.111111,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2020,1860.833333,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2020,3.8,Unemployment Rate (%),%,False,True
Negeri Sembilan,2020,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2020,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2020,794.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2020,6.598333,Visitors per Resident,ratio,,False
Negeri Sembilan,2021,1.72,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2021,85.714286,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2021,64.75,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2021,40.437158,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2021,1007.307756,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2021,4.0,Unemployment Rate (%),%,False,True
Negeri Sembilan,2021,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2021,101.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2021,960.59,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2021,4.555032,Visitors per Resident,ratio,,False
Negeri Sembilan,2022,2.48,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2022,100.0,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2022,65.1,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2022,42.936803,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2022,3022.601209,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2022,3.4,Unemployment Rate (%),%,False,True
Negeri Sembilan,2022,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2022,99.0,Mangrove Area (ha),ha,,False
Negeri Sembilan,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2022,9.512377,Visitors per Resident,ratio,,False
Negeri Sembilan,2023,2.42,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2023,100.0,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2023,66.1,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2023,42.242991,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2023,3899.910197,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2023,3.2,Unemployment Rate (%),%,False,True
Negeri Sembilan,2023,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2023,,Mangrove Area (ha),ha,,False
Negeri Sembilan,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2023,12.212426,Visitors per Resident,ratio,,False
Negeri Sembilan,2024,2.25,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2024,100.0,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2024,67.35,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2024,42.321429,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2024,4734.97378,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2024,3.1,Unemployment Rate (%),%,False,True
Negeri Sembilan,2024,0.0,Coastal Poor (%),%,,False
Negeri Sembilan,2024,,Mangrove Area (ha),ha,,False
Negeri Sembilan,2024,1115.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2024,14.348528,Visitors per Resident,ratio,,False
Negeri Sembilan,2025,2.29,Avg Length of Stay (nights),nights,True,True
Negeri Sembilan,2025,,Coastal Good+Excellent (%),%,True,True
Negeri Sembilan,2025,67.45,Labour Force Participation Rate (%),%,True,True
Negeri Sembilan,2025,,Non-Domestic Water Share (%),%,False,True
Negeri Sembilan,2025,5248.814213,Tourism Receipts per Resident (RM),RM,True,True
Negeri Sembilan,2025,2.725,Unemployment Rate (%),%,False,True
Negeri Sembilan,2025,,Coastal Poor (%),%,,False
Negeri Sembilan,2025,,Mangrove Area (ha),ha,,False
Negeri Sembilan,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Negeri Sembilan,2025,15.56154,Visitors per Resident,ratio,,False
Pahang,2015,,Avg Length of Stay (nights),nights,True,True
Pahang,2015,50.0,Coastal Good+Excellent (%),%,True,True
Pahang,2015,67.3,Labour Force Participation Rate (%),%,True,True
Pahang,2015,41.917293,Non-Domestic Water Share (%),%,False,True
Pahang,2015,,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2015,2.9,Unemployment Rate (%),%,False,True
Pahang,2015,0.0,Coastal Poor (%),%,,False
Pahang,2015,2416.0,Mangrove Area (ha),ha,,False
Pahang,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2015,8.954537,Visitors per Resident,ratio,,False
Pahang,2016,,Avg Length of Stay (nights),nights,True,True
Pahang,2016,20.0,Coastal Good+Excellent (%),%,True,True
Pahang,2016,66.0,Labour Force Participation Rate (%),%,True,True
Pahang,2016,41.034483,Non-Domestic Water Share (%),%,False,True
Pahang,2016,,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2016,2.6,Unemployment Rate (%),%,False,True
Pahang,2016,0.0,Coastal Poor (%),%,,False
Pahang,2016,2416.0,Mangrove Area (ha),ha,,False
Pahang,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2016,8.709658,Visitors per Resident,ratio,,False
Pahang,2017,1.7,Avg Length of Stay (nights),nights,True,True
Pahang,2017,68.181818,Coastal Good+Excellent (%),%,True,True
Pahang,2017,65.3,Labour Force Participation Rate (%),%,True,True
Pahang,2017,42.881647,Non-Domestic Water Share (%),%,False,True
Pahang,2017,3907.71099,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2017,2.9,Unemployment Rate (%),%,False,True
Pahang,2017,0.0,Coastal Poor (%),%,,False
Pahang,2017,2416.0,Mangrove Area (ha),ha,,False
Pahang,2017,1251.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2017,10.012956,Visitors per Resident,ratio,,False
Pahang,2018,2.46,Avg Length of Stay (nights),nights,True,True
Pahang,2018,90.909091,Coastal Good+Excellent (%),%,True,True
Pahang,2018,66.725,Labour Force Participation Rate (%),%,True,True
Pahang,2018,43.463497,Non-Domestic Water Share (%),%,False,True
Pahang,2018,4448.248934,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2018,2.6,Unemployment Rate (%),%,False,True
Pahang,2018,0.0,Coastal Poor (%),%,,False
Pahang,2018,2416.0,Mangrove Area (ha),ha,,False
Pahang,2018,1143.4,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2018,10.879652,Visitors per Resident,ratio,,False
Pahang,2019,2.49,Avg Length of Stay (nights),nights,True,True
Pahang,2019,59.090909,Coastal Good+Excellent (%),%,True,True
Pahang,2019,66.625,Labour Force Participation Rate (%),%,True,True
Pahang,2019,45.933014,Non-Domestic Water Share (%),%,False,True
Pahang,2019,4547.684576,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2019,2.9,Unemployment Rate (%),%,False,True
Pahang,2019,0.0,Coastal Poor (%),%,,False
Pahang,2019,2416.0,Mangrove Area (ha),ha,,False
Pahang,2019,734.8,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2019,11.067369,Visitors per Resident,ratio,,False
Pahang,2020,1.93,Avg Length of Stay (nights),nights,True,True
Pahang,2020,63.636364,Coastal Good+Excellent (%),%,True,True
Pahang,2020,65.975,Labour Force Participation Rate (%),%,True,True
Pahang,2020,41.838352,Non-Domestic Water Share (%),%,False,True
Pahang,2020,1726.889964,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2020,3.2,Unemployment Rate (%),%,False,True
Pahang,2020,0.0,Coastal Poor (%),%,,False
Pahang,2020,2412.0,Mangrove Area (ha),ha,,False
Pahang,2020,1404.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2020,6.224471,Visitors per Resident,ratio,,False
Pahang,2021,1.92,Avg Length of Stay (nights),nights,True,True
Pahang,2021,86.363636,Coastal Good+Excellent (%),%,True,True
Pahang,2021,64.7,Labour Force Participation Rate (%),%,True,True
Pahang,2021,39.096573,Non-Domestic Water Share (%),%,False,True
Pahang,2021,570.714955,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2021,3.3,Unemployment Rate (%),%,False,True
Pahang,2021,0.0,Coastal Poor (%),%,,False
Pahang,2021,2376.0,Mangrove Area (ha),ha,,False
Pahang,2021,742.4,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2021,2.125989,Visitors per Resident,ratio,,False
Pahang,2022,2.11,Avg Length of Stay (nights),nights,True,True
Pahang,2022,90.909091,Coastal Good+Excellent (%),%,True,True
Pahang,2022,65.125,Labour Force Participation Rate (%),%,True,True
Pahang,2022,42.365269,Non-Domestic Water Share (%),%,False,True
Pahang,2022,3293.687666,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2022,2.3,Unemployment Rate (%),%,False,True
Pahang,2022,0.0,Coastal Poor (%),%,,False
Pahang,2022,1822.0,Mangrove Area (ha),ha,,False
Pahang,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2022,8.170105,Visitors per Resident,ratio,,False
Pahang,2023,2.13,Avg Length of Stay (nights),nights,True,True
Pahang,2023,100.0,Coastal Good+Excellent (%),%,True,True
Pahang,2023,65.625,Labour Force Participation Rate (%),%,True,True
Pahang,2023,43.047337,Non-Domestic Water Share (%),%,False,True
Pahang,2023,4097.492697,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2023,2.0,Unemployment Rate (%),%,False,True
Pahang,2023,0.0,Coastal Poor (%),%,,False
Pahang,2023,,Mangrove Area (ha),ha,,False
Pahang,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2023,10.014606,Visitors per Resident,ratio,,False
Pahang,2024,2.17,Avg Length of Stay (nights),nights,True,True
Pahang,2024,100.0,Coastal Good+Excellent (%),%,True,True
Pahang,2024,64.75,Labour Force Participation Rate (%),%,True,True
Pahang,2024,43.66617,Non-Domestic Water Share (%),%,False,True
Pahang,2024,5222.761888,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2024,2.0,Unemployment Rate (%),%,False,True
Pahang,2024,0.0,Coastal Poor (%),%,,False
Pahang,2024,,Mangrove Area (ha),ha,,False
Pahang,2024,754.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2024,12.0969,Visitors per Resident,ratio,,False
Pahang,2025,2.21,Avg Length of Stay (nights),nights,True,True
Pahang,2025,,Coastal Good+Excellent (%),%,True,True
Pahang,2025,65.75,Labour Force Participation Rate (%),%,True,True
Pahang,2025,,Non-Domestic Water Share (%),%,False,True
Pahang,2025,5872.495229,Tourism Receipts per Resident (RM),RM,True,True
Pahang,2025,1.825,Unemployment Rate (%),%,False,True
Pahang,2025,,Coastal Poor (%),%,,False
Pahang,2025,,Mangrove Area (ha),ha,,False
Pahang,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pahang,2025,13.812619,Visitors per Resident,ratio,,False
Perak,2015,,Avg Length of Stay (nights),nights,True,True
Perak,2015,0.0,Coastal Good+Excellent (%),%,True,True
Perak,2015,61.4,Labour Force Participation Rate (%),%,True,True
Perak,2015,28.473804,Non-Domestic Water Share (%),%,False,True
Perak,2015,,Tourism Receipts per Resident (RM),RM,True,True
Perak,2015,3.2,Unemployment Rate (%),%,False,True
Perak,2015,0.0,Coastal Poor (%),%,,False
Perak,2015,1045.0,Mangrove Area (ha),ha,,False
Perak,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2015,6.47209,Visitors per Resident,ratio,,False
Perak,2016,,Avg Length of Stay (nights),nights,True,True
Perak,2016,0.0,Coastal Good+Excellent (%),%,True,True
Perak,2016,61.7,Labour Force Participation Rate (%),%,True,True
Perak,2016,28.571429,Non-Domestic Water Share (%),%,False,True
Perak,2016,,Tourism Receipts per Resident (RM),RM,True,True
Perak,2016,3.4,Unemployment Rate (%),%,False,True
Perak,2016,0.0,Coastal Poor (%),%,,False
Perak,2016,1045.0,Mangrove Area (ha),ha,,False
Perak,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2016,6.761613,Visitors per Resident,ratio,,False
Perak,2017,2.33,Avg Length of Stay (nights),nights,True,True
Perak,2017,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2017,63.0,Labour Force Participation Rate (%),%,True,True
Perak,2017,28.634361,Non-Domestic Water Share (%),%,False,True
Perak,2017,2704.155302,Tourism Receipts per Resident (RM),RM,True,True
Perak,2017,3.7,Unemployment Rate (%),%,False,True
Perak,2017,0.0,Coastal Poor (%),%,,False
Perak,2017,381.0,Mangrove Area (ha),ha,,False
Perak,2017,2350.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2017,8.065823,Visitors per Resident,ratio,,False
Perak,2018,1.85,Avg Length of Stay (nights),nights,True,True
Perak,2018,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2018,63.525,Labour Force Participation Rate (%),%,True,True
Perak,2018,28.724544,Non-Domestic Water Share (%),%,False,True
Perak,2018,2583.982425,Tourism Receipts per Resident (RM),RM,True,True
Perak,2018,3.3,Unemployment Rate (%),%,False,True
Perak,2018,0.0,Coastal Poor (%),%,,False
Perak,2018,381.0,Mangrove Area (ha),ha,,False
Perak,2018,2305.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2018,7.011448,Visitors per Resident,ratio,,False
Perak,2019,2.21,Avg Length of Stay (nights),nights,True,True
Perak,2019,25.0,Coastal Good+Excellent (%),%,True,True
Perak,2019,64.15,Labour Force Participation Rate (%),%,True,True
Perak,2019,29.049112,Non-Domestic Water Share (%),%,False,True
Perak,2019,3118.622449,Tourism Receipts per Resident (RM),RM,True,True
Perak,2019,3.4,Unemployment Rate (%),%,False,True
Perak,2019,0.0,Coastal Poor (%),%,,False
Perak,2019,42216.0,Mangrove Area (ha),ha,,False
Perak,2019,20.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2019,8.398438,Visitors per Resident,ratio,,False
Perak,2020,1.85,Avg Length of Stay (nights),nights,True,True
Perak,2020,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2020,64.375,Labour Force Participation Rate (%),%,True,True
Perak,2020,27.366255,Non-Domestic Water Share (%),%,False,True
Perak,2020,1328.926282,Tourism Receipts per Resident (RM),RM,True,True
Perak,2020,4.5,Unemployment Rate (%),%,False,True
Perak,2020,0.0,Coastal Poor (%),%,,False
Perak,2020,42216.0,Mangrove Area (ha),ha,,False
Perak,2020,350.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2020,5.277644,Visitors per Resident,ratio,,False
Perak,2021,2.29,Avg Length of Stay (nights),nights,True,True
Perak,2021,87.5,Coastal Good+Excellent (%),%,True,True
Perak,2021,64.725,Labour Force Participation Rate (%),%,True,True
Perak,2021,27.45098,Non-Domestic Water Share (%),%,False,True
Perak,2021,461.085937,Tourism Receipts per Resident (RM),RM,True,True
Perak,2021,4.7,Unemployment Rate (%),%,False,True
Perak,2021,0.0,Coastal Poor (%),%,,False
Perak,2021,42212.0,Mangrove Area (ha),ha,,False
Perak,2021,6.3,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2021,1.784432,Visitors per Resident,ratio,,False
Perak,2022,2.43,Avg Length of Stay (nights),nights,True,True
Perak,2022,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2022,65.85,Labour Force Participation Rate (%),%,True,True
Perak,2022,29.251012,Non-Domestic Water Share (%),%,False,True
Perak,2022,1805.997455,Tourism Receipts per Resident (RM),RM,True,True
Perak,2022,4.4,Unemployment Rate (%),%,False,True
Perak,2022,0.0,Coastal Poor (%),%,,False
Perak,2022,42411.0,Mangrove Area (ha),ha,,False
Perak,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2022,5.79343,Visitors per Resident,ratio,,False
Perak,2023,2.35,Avg Length of Stay (nights),nights,True,True
Perak,2023,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2023,66.0,Labour Force Participation Rate (%),%,True,True
Perak,2023,39.209726,Non-Domestic Water Share (%),%,False,True
Perak,2023,2219.817409,Tourism Receipts per Resident (RM),RM,True,True
Perak,2023,3.9,Unemployment Rate (%),%,False,True
Perak,2023,0.0,Coastal Poor (%),%,,False
Perak,2023,,Mangrove Area (ha),ha,,False
Perak,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2023,6.732252,Visitors per Resident,ratio,,False
Perak,2024,2.35,Avg Length of Stay (nights),nights,True,True
Perak,2024,100.0,Coastal Good+Excellent (%),%,True,True
Perak,2024,66.5,Labour Force Participation Rate (%),%,True,True
Perak,2024,39.83984,Non-Domestic Water Share (%),%,False,True
Perak,2024,2811.551335,Tourism Receipts per Resident (RM),RM,True,True
Perak,2024,3.6,Unemployment Rate (%),%,False,True
Perak,2024,0.0,Coastal Poor (%),%,,False
Perak,2024,,Mangrove Area (ha),ha,,False
Perak,2024,12.1,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2024,8.47513,Visitors per Resident,ratio,,False
Perak,2025,2.44,Avg Length of Stay (nights),nights,True,True
Perak,2025,,Coastal Good+Excellent (%),%,True,True
Perak,2025,68.9,Labour Force Participation Rate (%),%,True,True
Perak,2025,,Non-Domestic Water Share (%),%,False,True
Perak,2025,3115.6267,Tourism Receipts per Resident (RM),RM,True,True
Perak,2025,3.35,Unemployment Rate (%),%,False,True
Perak,2025,,Coastal Poor (%),%,,False
Perak,2025,,Mangrove Area (ha),ha,,False
Perak,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perak,2025,9.18564,Visitors per Resident,ratio,,False
Perlis,2015,,Avg Length of Stay (nights),nights,True,True
Perlis,2015,,Coastal Good+Excellent (%),%,True,True
Perlis,2015,61.0,Labour Force Participation Rate (%),%,True,True
Perlis,2015,15.625,Non-Domestic Water Share (%),%,False,True
Perlis,2015,,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2015,2.9,Unemployment Rate (%),%,False,True
Perlis,2015,,Coastal Poor (%),%,,False
Perlis,2015,43878.0,Mangrove Area (ha),ha,,False
Perlis,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2015,5.674044,Visitors per Resident,ratio,,False
Perlis,2016,,Avg Length of Stay (nights),nights,True,True
Perlis,2016,,Coastal Good+Excellent (%),%,True,True
Perlis,2016,61.6,Labour Force Participation Rate (%),%,True,True
Perlis,2016,14.583333,Non-Domestic Water Share (%),%,False,True
Perlis,2016,,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2016,2.9,Unemployment Rate (%),%,False,True
Perlis,2016,,Coastal Poor (%),%,,False
Perlis,2016,43878.0,Mangrove Area (ha),ha,,False
Perlis,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2016,5.61753,Visitors per Resident,ratio,,False
Perlis,2017,2.33,Avg Length of Stay (nights),nights,True,True
Perlis,2017,,Coastal Good+Excellent (%),%,True,True
Perlis,2017,59.9,Labour Force Participation Rate (%),%,True,True
Perlis,2017,12.359551,Non-Domestic Water Share (%),%,False,True
Perlis,2017,1880.952381,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2017,3.4,Unemployment Rate (%),%,False,True
Perlis,2017,,Coastal Poor (%),%,,False
Perlis,2017,42216.0,Mangrove Area (ha),ha,,False
Perlis,2017,300.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2017,5.609566,Visitors per Resident,ratio,,False
Perlis,2018,2.32,Avg Length of Stay (nights),nights,True,True
Perlis,2018,,Coastal Good+Excellent (%),%,True,True
Perlis,2018,62.7,Labour Force Participation Rate (%),%,True,True
Perlis,2018,11.111111,Non-Domestic Water Share (%),%,False,True
Perlis,2018,2433.925049,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2018,3.4,Unemployment Rate (%),%,False,True
Perlis,2018,,Coastal Poor (%),%,,False
Perlis,2018,42216.0,Mangrove Area (ha),ha,,False
Perlis,2018,164.7,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2018,8.50299,Visitors per Resident,ratio,,False
Perlis,2019,2.55,Avg Length of Stay (nights),nights,True,True
Perlis,2019,,Coastal Good+Excellent (%),%,True,True
Perlis,2019,65.2,Labour Force Participation Rate (%),%,True,True
Perlis,2019,13.043478,Non-Domestic Water Share (%),%,False,True
Perlis,2019,2279.527559,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2019,3.3,Unemployment Rate (%),%,False,True
Perlis,2019,,Coastal Poor (%),%,,False
Perlis,2019,13.0,Mangrove Area (ha),ha,,False
Perlis,2019,148.06,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2019,8.220472,Visitors per Resident,ratio,,False
Perlis,2020,2.45,Avg Length of Stay (nights),nights,True,True
Perlis,2020,,Coastal Good+Excellent (%),%,True,True
Perlis,2020,59.6,Labour Force Participation Rate (%),%,True,True
Perlis,2020,13.333333,Non-Domestic Water Share (%),%,False,True
Perlis,2020,786.240786,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2020,4.3,Unemployment Rate (%),%,False,True
Perlis,2020,,Coastal Poor (%),%,,False
Perlis,2020,14.0,Mangrove Area (ha),ha,,False
Perlis,2020,168.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2020,4.187434,Visitors per Resident,ratio,,False
Perlis,2021,2.21,Avg Length of Stay (nights),nights,True,True
Perlis,2021,,Coastal Good+Excellent (%),%,True,True
Perlis,2021,59.6,Labour Force Participation Rate (%),%,True,True
Perlis,2021,12.087912,Non-Domestic Water Share (%),%,False,True
Perlis,2021,271.210014,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2021,4.4,Unemployment Rate (%),%,False,True
Perlis,2021,,Coastal Poor (%),%,,False
Perlis,2021,14.0,Mangrove Area (ha),ha,,False
Perlis,2021,177.3,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2021,1.414451,Visitors per Resident,ratio,,False
Perlis,2022,2.35,Avg Length of Stay (nights),nights,True,True
Perlis,2022,,Coastal Good+Excellent (%),%,True,True
Perlis,2022,60.3,Labour Force Participation Rate (%),%,True,True
Perlis,2022,18.367347,Non-Domestic Water Share (%),%,False,True
Perlis,2022,1573.498965,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2022,4.4,Unemployment Rate (%),%,False,True
Perlis,2022,,Coastal Poor (%),%,,False
Perlis,2022,13.0,Mangrove Area (ha),ha,,False
Perlis,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2022,5.759144,Visitors per Resident,ratio,,False
Perlis,2023,2.21,Avg Length of Stay (nights),nights,True,True
Perlis,2023,,Coastal Good+Excellent (%),%,True,True
Perlis,2023,61.7,Labour Force Participation Rate (%),%,True,True
Perlis,2023,35.051546,Non-Domestic Water Share (%),%,False,True
Perlis,2023,1992.494029,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2023,4.4,Unemployment Rate (%),%,False,True
Perlis,2023,,Coastal Poor (%),%,,False
Perlis,2023,,Mangrove Area (ha),ha,,False
Perlis,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2023,6.656431,Visitors per Resident,ratio,,False
Perlis,2024,2.49,Avg Length of Stay (nights),nights,True,True
Perlis,2024,,Coastal Good+Excellent (%),%,True,True
Perlis,2024,62.0,Labour Force Participation Rate (%),%,True,True
Perlis,2024,36.0,Non-Domestic Water Share (%),%,False,True
